time,avg_generation solar,avg_generation wind onshore,avg_total load actual,max_generation solar,max_generation wind onshore,max_total load actual
2015-01-01,1143.6666666666667,3994.0,23966.958333333332,4007.0,13232.0,29571.0
2015-01-02,1252.5416666666667,11060.041666666666,27188.541666666668,4154.0,12760.0,33668.0
2015-01-03,1145.875,9137.25,25097.75,3780.0,10953.0,29874.0
2015-01-04,2402.4583333333335,8016.125,27104.916666666668,5668.0,8922.0,30772.0
2015-01-05,1082.1176470588234,7133.64705882353,22484.0,3339.0,9131.0,25604.0
2015-01-06,2290.375,2620.1666666666665,28086.291666666668,5044.0,6210.0,32078.0
2015-01-07,2267.5,5770.25,31949.583333333332,4896.0,7996.0,36195.0
2015-01-08,2284.9166666666665,3516.8333333333335,26341.541666666668,5092.0,5509.0,29329.0
2015-01-09,1641.9166666666667,4189.416666666667,30403.25,4285.0,5966.0,35524.0
2015-01-10,1810.0833333333333,2391.0,27889.125,5107.0,4682.0,32244.0
